user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class,hour_of_day,day_of_week,time_since_signup,user_transaction_count,country
343478,2015-04-24 13:08:57,2015-07-08 05:33:14,52,TLXZBSDNCWZHD,SEO,IE,F,21,997305274,0,5,2,1792.4047222222223,1,Taiwan; Republic of China (ROC)
48840,2015-03-02 15:29:19,2015-05-22 03:43:45,26,IHXWMQYIDVIJM,SEO,FireFox,M,50,2698512870,0,3,4,1932.240555555556,1,Czech Republic
10531,2015-04-03 03:15:40,2015-04-07 13:00:22,14,PCOROSHEAEEWK,SEO,Chrome,M,25,3528165421,0,13,1,105.745,1,China
399268,2015-01-19 09:32:27,2015-02-20 15:31:35,50,HAQTVCXPECQME,Ads,IE,M,40,3824202759,0,15,4,773.9855555555556,1,Unknown
211291,2015-04-23 03:15:27,2015-07-30 12:04:57,64,NREURDGBKMXKA,SEO,IE,M,35,200596863,0,12,3,2360.825,1,United States
6332,2015-02-26 09:00:21,2015-04-16 15:32:11,15,JPGUBQLIBGXDL,Direct,FireFox,M,18,2841469388,0,15,3,1182.5305555555556,1,United States
395878,2015-02-07 22:22:13,2015-02-12 05:20:07,17,UQIRGMVPRYYSK,Ads,Chrome,M,39,1995201969,0,5,3,102.965,1,Japan
290133,2015-08-02 08:07:03,2015-10-16 15:29:41,14,FNJUPNCBEJIYW,Direct,Chrome,M,30,157342402,0,15,4,1807.377222222222,1,United States
228078,2015-02-21 01:00:16,2015-06-20 10:23:31,14,LYXKFJDRJOGRT,Direct,IE,M,35,329640983,1,10,5,2865.3875,1,United States
293680,2015-07-02 03:44:53,2015-08-11 09:26:11,36,DBSRRMIJKWMGZ,Ads,Safari,M,31,827609081,0,9,1,965.6883333333334,1,China
164172,2015-05-23 15:32:25,2015-09-04 23:40:24,12,GQXSDJACNXCEL,Ads,Chrome,F,26,596026018,0,23,4,2504.1330555555555,1,United States
376843,2015-07-02 13:31:14,2015-09-30 20:48:17,44,OTNAPNAMQGXCU,Direct,IE,M,35,2894831589,0,20,2,2167.284166666667,1,United States
228693,2015-08-11 21:18:27,2015-10-01 01:55:10,14,DCVAAOYBVOQVX,SEO,FireFox,F,33,2147734674,0,1,3,1204.6119444444444,1,United States
360407,2015-03-30 21:14:03,2015-07-07 14:24:36,31,REUFHLNOSLRDG,SEO,FireFox,F,29,4146267225,0,14,1,2369.175833333333,1,Unknown
365874,2015-05-11 17:42:31,2015-05-24 14:47:47,24,XOKNGPVZKKAZX,SEO,Chrome,M,39,2580643178,0,14,6,309.0877777777778,1,Japan
108355,2015-02-25 16:27:12,2015-04-07 03:51:56,16,UEPZTWPBRYFGO,Ads,IE,M,31,2694418669,0,3,1,971.4122222222222,1,United States
215313,2015-03-05 11:46:58,2015-06-02 17:20:15,52,FTPKHRUCCAVIR,Direct,IE,F,22,2459716803,0,17,1,2141.554722222222,1,United States
87240,2015-01-17 12:25:06,2015-01-22 08:42:16,50,ENOYCQPHWLQNC,SEO,Chrome,M,32,1244800240,0,8,3,116.28611111111113,1,United States
309397,2015-01-03 16:40:43,2015-01-03 16:40:44,39,MFANOZHMNXHNR,SEO,IE,M,40,3615012383,1,16,5,0.0002777777777777,1,United States
77289,2015-01-12 17:22:52,2015-04-25 11:14:04,20,LJUKQHFBFOFPF,SEO,Chrome,F,22,2608607542,0,11,5,2465.853333333333,1,United States
307012,2015-05-09 02:23:29,2015-05-14 03:42:39,35,BLOFVXTTDKDLJ,Ads,Chrome,F,48,1500924176,0,3,3,121.31944444444444,1,Italy
251837,2015-04-07 00:29:11,2015-04-26 21:09:34,28,GYHYZUELXMLOB,Ads,IE,F,19,2353555551,0,21,6,476.6730555555556,1,United States
93688,2015-02-24 23:45:54,2015-06-07 03:22:08,48,KCCCATTBJWBEI,SEO,Chrome,F,30,4283104752,0,3,6,2451.603888888889,1,Unknown
289335,2015-07-26 01:30:14,2015-08-08 08:25:19,25,KNNKAZPZODTHY,Ads,Chrome,M,22,3495246370,0,8,5,318.91805555555555,1,United States
331972,2015-02-16 04:28:36,2015-05-29 07:42:00,32,PZKIVOGOOJSMW,SEO,IE,F,35,3862603764,0,7,4,2451.2233333333334,1,Unknown
129156,2015-03-04 07:17:55,2015-06-20 07:07:33,38,OROYIYWZXSWKD,Ads,Chrome,M,43,1091543971,0,7,5,2591.827222222222,1,United States
299360,2015-01-19 15:34:13,2015-04-25 22:20:56,23,TOHTJHIKWYJNV,Ads,IE,F,41,1657472539,0,22,5,2310.778611111112,1,United States
111235,2015-02-06 09:48:03,2015-05-05 19:50:36,24,QAFFYBQLQUVKZ,Ads,Chrome,M,36,3743588902,0,19,1,2122.0425,1,Korea Republic of
267648,2015-02-19 07:14:02,2015-03-14 00:13:17,72,BKJCEUFNRMSYO,SEO,IE,F,28,809746183,0,0,5,544.9875,1,United States
174530,2015-02-19 08:40:46,2015-03-08 16:42:32,46,YIYNNGLDZCMJL,Ads,IE,F,31,556695227,0,16,6,416.0294444444445,1,United States
11346,2015-03-16 06:56:40,2015-06-28 14:02:55,14,MGVXDVATYTJHA,Ads,Safari,F,32,3040755071,0,14,6,2503.1041666666665,1,Colombia
172265,2015-03-04 22:12:18,2015-04-17 06:16:38,79,MKKTOSCJZLXWM,SEO,Chrome,M,25,4011529750,0,6,4,1040.0722222222223,1,Unknown
14331,2015-01-12 20:12:21,2015-03-18 22:30:34,45,KOZAKZZSIBNXF,SEO,Chrome,F,26,835107719,0,22,2,1562.3036111111112,1,Australia
320887,2015-01-11 06:32:13,2015-03-20 14:09:20,47,RDZEKJABLQJQF,SEO,Safari,F,46,1191009573,1,14,4,1639.618611111111,1,United States
103415,2015-03-20 16:01:48,2015-07-04 22:33:27,21,TMWJAPZDNPQWV,Ads,Safari,M,53,1922032753,0,22,5,2550.5275,1,India
103975,2015-03-15 00:36:23,2015-03-17 10:44:43,34,TXRYDPTQRMJUX,Ads,Safari,F,37,2426217356,0,10,1,58.138888888888886,1,United States
321777,2015-07-31 15:55:53,2015-09-15 16:03:27,43,FZGZHRTUOWQNU,Ads,Chrome,M,38,297707873,0,16,1,1104.1261111111112,1,United States
216740,2015-02-09 08:48:18,2015-04-25 07:11:08,86,OWGELPUMHPMWU,Ads,Chrome,M,25,3485140218,0,7,5,1798.3805555555557,1,United States
18477,2015-03-16 10:40:48,2015-06-22 16:41:07,48,NWTLLKRLKFWIZ,SEO,IE,F,31,720750761,0,16,0,2358.005277777778,1,China
51550,2015-03-02 19:54:12,2015-03-07 22:31:07,16,KUBOPLEIRBYLG,SEO,Chrome,M,28,1952570666,0,22,5,122.61527777777778,1,Viet Nam
29471,2015-07-16 22:30:37,2015-10-07 17:29:00,36,ERIBJEZGJSZZY,Ads,FireFox,F,18,1366134163,0,17,2,1986.9730555555557,1,United Kingdom
202334,2015-01-24 04:24:26,2015-03-09 13:13:41,61,AUTFKBXLWWHKR,Ads,Safari,M,39,3476346452,0,13,0,1064.8208333333334,1,United States
154991,2015-05-17 12:21:19,2015-08-13 16:33:18,57,XNOHSKVRERZIN,Ads,IE,F,36,304304854,0,16,3,2116.199722222222,1,United States
30537,2015-01-08 12:20:59,2015-02-04 09:40:08,35,AOZOCCBDOEUJN,SEO,Safari,M,28,2536449024,0,9,2,645.3191666666667,1,Italy
37105,2015-01-06 04:06:29,2015-01-06 04:06:30,30,AINTFVGUSGZFR,Direct,Safari,M,34,1624284419,1,4,1,0.0002777777777777,1,United States
319755,2015-04-18 12:15:02,2015-06-08 15:38:27,39,SGIMETTTIYXKR,SEO,FireFox,M,28,2582485812,0,15,0,1227.3902777777778,1,Japan
116696,2015-06-18 07:22:57,2015-09-09 05:31:35,27,OBZKDAEVXAXQF,SEO,Chrome,M,37,2333054171,0,5,2,1990.1438888888888,1,Germany
14485,2015-03-27 11:25:30,2015-07-11 02:33:24,40,BIHJEIXICIXTW,Ads,Chrome,F,27,2693640631,0,2,5,2535.1316666666667,1,United States
168299,2015-07-19 04:25:17,2015-08-11 16:40:52,30,EJLWFRIUHYDKF,Ads,IE,F,32,3879303029,0,16,1,564.2597222222222,1,Unknown
191500,2015-03-24 06:42:20,2015-07-16 09:23:31,50,VAXKMFSNUGLCC,Ads,IE,F,27,4152742480,0,9,3,2738.686388888889,1,Unknown
197805,2015-04-16 23:00:13,2015-06-27 04:15:55,21,TZGWSLMCSAMSR,Ads,Chrome,M,21,874096259,0,4,5,1709.2616666666668,1,United States
331298,2015-06-20 17:26:15,2015-07-25 12:17:10,31,DSXIDCMUJDFJE,Ads,Safari,F,36,810854558,0,12,5,834.8486111111112,1,United States
189319,2015-01-30 09:18:49,2015-04-26 20:22:40,71,ZGZRTJJZHPFXA,Ads,FireFox,M,22,1768431642,1,20,6,2075.0641666666666,1,Algeria
120261,2015-04-19 06:56:12,2015-07-15 04:10:06,46,WUJYQHZQKLDPG,Direct,Chrome,F,27,548518469,0,4,2,2085.2316666666666,1,United States
38511,2015-05-20 22:32:29,2015-06-28 09:59:36,51,OJXZGIOWTODLS,SEO,Chrome,F,38,1920210000,0,9,6,923.4519444444444,1,China
200706,2015-06-10 05:10:19,2015-10-04 04:46:40,10,TPNZPXHDEQVZS,Ads,Chrome,M,39,655221132,0,4,6,2783.605833333333,1,Taiwan; Republic of China (ROC)
398173,2015-04-12 17:10:40,2015-07-03 18:13:34,47,QRVEPVUWBMAJV,Ads,Chrome,M,25,2137784,0,18,4,1969.0483333333332,1,Unknown
255963,2015-08-03 23:08:49,2015-09-27 12:37:20,54,ZASASCMDHNWLU,SEO,IE,F,35,3414665972,0,12,6,1309.4752777777778,1,China
249630,2015-05-26 07:01:16,2015-06-29 01:52:46,33,UHOPIACOANQFM,Ads,Chrome,F,23,4260240660,0,1,0,810.8583333333333,1,Unknown
270884,2015-03-25 02:19:50,2015-05-21 18:41:51,50,UOWFTNAKOTCHJ,Direct,Safari,M,37,3524477092,0,18,3,1384.3669444444445,1,Malaysia
123715,2015-06-02 04:21:26,2015-06-22 14:26:28,32,YMMBSFGBGYVBU,SEO,Chrome,F,38,2117266023,0,14,0,490.0838888888889,1,Japan
49628,2015-05-04 03:31:08,2015-05-12 01:24:40,37,PUEDEXVQSNGDZ,SEO,Safari,F,28,2170721901,0,1,1,189.89222222222224,1,United States
6092,2015-04-30 20:27:48,2015-07-09 12:49:04,48,CPHAKORBUMNTE,Direct,Chrome,F,40,2108918362,0,12,3,1672.3544444444444,1,Korea Republic of
27864,2015-05-12 00:02:59,2015-08-31 09:47:35,44,NGKGWQBNNBYYF,SEO,FireFox,F,21,255005891,0,9,0,2673.7433333333333,1,United States
22194,2015-03-08 01:19:10,2015-05-05 03:34:27,42,NOZPCNDNCNJJZ,SEO,IE,F,44,1303855008,0,3,1,1394.2547222222222,1,Germany
236935,2015-07-02 12:08:46,2015-07-13 20:52:18,30,DDMWGZHCOGNKQ,SEO,Chrome,M,34,1201458553,0,20,0,272.7255555555556,1,United States
164252,2015-03-17 19:31:33,2015-06-23 10:01:19,43,XCGYINADHTKHU,SEO,IE,M,23,2187196518,0,10,1,2342.496111111111,1,United States
11344,2015-05-13 18:15:48,2015-07-03 04:26:27,75,XDXZZMKJSDRCY,Direct,IE,F,27,4214354547,0,4,4,1210.1775,1,Unknown
246828,2015-06-30 00:42:41,2015-09-05 05:25:28,36,NBBAYKTIMCAZO,Ads,FireFox,M,23,3795682380,0,5,5,1612.7130555555557,1,Unknown
85412,2015-06-16 12:30:42,2015-08-03 19:52:07,42,PTTIPNGJCIZTC,Direct,Chrome,M,41,2975049076,0,19,0,1159.3569444444445,1,Brazil
343948,2015-08-12 02:35:47,2015-08-29 09:44:14,18,LFURIXJLPNPLZ,Direct,IE,F,24,3269196306,0,9,5,415.1408333333333,1,Greece
220246,2015-05-18 04:13:42,2015-05-25 13:53:45,44,JQVCKLUXYZBHN,Ads,IE,F,40,4289239576,0,13,0,177.6675,1,Unknown
300863,2015-03-28 09:37:55,2015-04-04 12:48:34,34,AICLXXWEPMPKK,Direct,Chrome,F,24,4146191947,1,12,5,171.1775,1,Unknown
190496,2015-07-26 09:30:26,2015-08-21 20:09:18,30,VJYDTUKTVMFTJ,Direct,Safari,M,35,3842932787,0,20,4,634.6477777777778,1,Unknown
297685,2015-07-15 01:11:10,2015-09-07 00:55:31,27,WTZUWLJVKJDYE,SEO,IE,M,26,3301318542,0,0,0,1295.7391666666667,1,Seychelles
248295,2015-04-12 02:25:19,2015-05-28 21:36:20,11,WJMQWAONRKDTD,Direct,Safari,M,39,3484241657,0,21,3,1123.183611111111,1,United States
170,2015-05-10 22:13:55,2015-08-26 21:25:38,33,VFOCTIXJPFFZZ,Direct,Chrome,F,26,2554900920,0,21,2,2591.195277777778,1,United States
84887,2015-05-13 09:54:20,2015-05-15 19:58:52,20,JOTOXNRGDUXKZ,Ads,IE,M,36,1559588276,0,19,4,58.07555555555555,1,Kyrgyzstan
77099,2015-08-07 11:25:32,2015-10-18 08:51:34,55,RFIWWIHPEWBLJ,SEO,IE,M,31,3214993559,0,8,6,1725.433888888889,1,Brazil
382086,2015-03-16 03:19:55,2015-04-05 16:50:15,33,BTBRMBCODWCSL,SEO,Safari,M,38,974876702,0,16,6,493.50555555555553,1,Malaysia
92608,2015-07-03 23:15:23,2015-08-15 12:34:05,12,KCBVYNAPMGBGW,Ads,Safari,M,23,337171669,0,12,5,1021.3116666666666,1,United States
283113,2015-05-23 23:34:10,2015-06-06 18:38:59,41,EXPMPCCFGUQSU,Direct,IE,M,20,1630196726,0,18,5,331.0802777777778,1,United States
18829,2015-07-03 06:03:57,2015-07-31 18:15:11,40,PKMKGKEWGPRBN,SEO,Safari,M,31,1524745535,0,18,4,684.1872222222222,1,Sweden
137796,2015-01-17 16:02:49,2015-03-16 11:37:39,22,OXMWACKXAYPJL,SEO,Chrome,M,28,3144731282,0,11,0,1387.5805555555555,1,Brazil
32665,2015-05-18 22:33:07,2015-09-11 17:05:51,48,NPZGKMOGDWFDM,Ads,Safari,M,49,3126856765,0,17,4,2778.5455555555554,1,Argentina
106129,2015-04-24 14:46:54,2015-08-05 07:12:33,45,UHISZYLEXCAQC,Ads,Chrome,F,35,4111503237,0,7,2,2464.4275,1,Unknown
77181,2015-07-10 03:53:10,2015-08-24 18:16:51,16,RZBJYZWDZUJLI,SEO,Chrome,F,29,1893178723,0,18,0,1094.3947222222223,1,Indonesia
266107,2015-05-08 23:58:50,2015-06-02 12:43:19,16,NHYSVCLXFJTPD,SEO,Chrome,M,29,1323252674,0,12,1,588.7413888888889,1,France
273721,2015-05-01 01:24:40,2015-07-28 13:50:40,38,KXFMMLSVFMHRC,Direct,Safari,M,60,4076260161,0,13,1,2124.4333333333334,1,Unknown
344424,2015-06-02 09:48:58,2015-06-12 18:46:48,63,TCQRISATCYSDO,SEO,Chrome,M,21,3838637060,0,18,4,248.9638888888889,1,Unknown
287402,2015-05-21 13:42:02,2015-07-01 15:56:22,53,SZVLSFYDVFCQQ,Direct,Safari,F,42,2749769666,0,15,2,986.2388888888888,1,United States
138648,2015-08-11 09:59:05,2015-08-15 09:31:21,16,WJMOGEJBQFZWK,SEO,Chrome,M,46,549754636,0,9,5,95.53777777777778,1,United States
144943,2015-01-22 22:56:43,2015-01-22 23:22:57,44,HHDHDWYPEKZZJ,Ads,IE,F,34,1127808538,0,23,3,0.4372222222222222,1,United States
753,2015-04-24 17:39:21,2015-05-25 21:28:23,16,RSBLMAFLUHOLA,Ads,Safari,M,31,3334538326,0,21,0,747.8172222222222,1,United States
89049,2015-03-29 18:20:54,2015-06-28 04:07:53,28,FDKQVZDUMSQBT,Direct,IE,F,22,786248424,0,4,6,2169.783055555556,1,Turkey
133448,2015-06-11 02:04:31,2015-07-06 15:18:55,27,AESGJKWUTQJQK,SEO,IE,M,24,1931174886,0,15,0,613.24,1,China
79075,2015-05-03 08:25:10,2015-05-17 12:00:49,23,KLRAKHRDTIDXZ,Ads,FireFox,F,18,1979350090,0,12,6,339.5941666666667,1,India
309348,2015-01-22 19:30:14,2015-03-05 10:41:42,31,UWRIVCFOPCXYZ,Ads,FireFox,M,50,3968891240,0,10,3,999.1911111111112,1,Unknown
297845,2015-05-07 10:46:26,2015-05-26 04:50:44,45,SBLISFENNGUGD,Direct,Chrome,M,30,1558736124,1,4,1,450.07166666666666,1,United Kingdom
265479,2015-05-08 06:08:08,2015-05-29 17:42:19,37,UPZFKDZUHTEFE,Direct,IE,M,36,275187549,0,17,4,515.5697222222223,1,United States
335839,2015-05-11 19:35:53,2015-07-02 13:13:32,34,TMDWLGOKTAGFG,Ads,Chrome,M,25,2706630925,0,13,3,1241.6275,1,Netherlands
166660,2015-06-27 04:31:11,2015-07-24 17:13:29,19,WPYMAAWIPVOXC,Ads,Safari,M,26,597037429,0,17,4,660.705,1,United States
121880,2015-07-07 05:45:23,2015-09-25 01:06:19,27,AGINIDFLBWREI,SEO,IE,M,28,2726547143,0,1,4,1915.348888888889,1,United States
357897,2015-03-31 04:04:51,2015-05-09 17:58:07,35,FMFZCXTCWLDND,Direct,Safari,M,29,3989808903,0,17,5,949.8877777777776,1,Unknown
397527,2015-04-29 10:10:25,2015-05-19 08:37:37,26,NFWSQLZQHCEES,SEO,Chrome,M,29,1015402180,0,8,1,478.4533333333333,1,Japan
288705,2015-02-14 15:01:17,2015-03-02 06:30:51,46,HIYDMTELEPEXD,Direct,Chrome,F,43,2157271260,0,6,0,375.4927777777778,1,United States
284489,2015-05-03 21:25:40,2015-06-27 11:40:36,15,ZSGGNSWACVRJX,Ads,Safari,F,26,2676041092,0,11,5,1310.2488888888888,1,United States
102316,2015-01-15 00:41:10,2015-02-25 00:46:51,38,IWVWLTLFHWUDM,SEO,Safari,M,35,1387031522,0,0,2,984.0947222222222,1,Netherlands
43815,2015-05-10 21:06:28,2015-05-28 05:21:23,9,KTWBTNXCAQHEK,SEO,FireFox,M,34,833303491,0,5,3,416.24861111111113,1,Korea Republic of
50286,2015-07-12 09:22:50,2015-09-12 02:19:10,39,KNIJIVAOHTPCX,Direct,Chrome,M,30,2853001119,0,2,5,1480.9388888888889,1,United States
354307,2015-03-18 00:36:55,2015-06-19 06:27:16,17,BJVMFBDHVJRQL,SEO,Opera,M,24,75268523,0,6,4,2237.839166666666,1,United States
147732,2015-06-03 04:25:06,2015-06-18 01:28:02,60,OYPUJPZIYMRMT,Ads,Chrome,F,42,239503647,0,1,3,357.0488888888889,1,Korea Republic of
22171,2015-06-05 12:39:49,2015-08-17 20:16:32,62,OVXBZGUAHUIEH,Ads,Chrome,M,36,3665561721,0,20,0,1759.6119444444444,1,Japan
267103,2015-01-08 08:45:20,2015-01-08 08:45:21,10,SUEKLSZWLASFR,Ads,Safari,M,24,1886527625,1,8,3,0.0002777777777777,1,China
304849,2015-03-15 05:23:57,2015-04-05 15:36:08,12,UUHYLWQUSBTRJ,Ads,FireFox,F,28,2853930022,0,15,6,514.2030555555556,1,United States
106921,2015-01-01 14:33:07,2015-03-11 00:21:20,39,LQOVYJCFDDWKF,SEO,Chrome,M,26,3666645038,1,0,2,1641.8036111111112,1,Japan
269501,2015-07-13 06:39:08,2015-10-15 03:11:55,59,AOIUHGSGUBZWA,SEO,IE,M,44,540349789,0,3,3,2252.546388888889,1,United States
299155,2015-02-11 20:09:46,2015-03-02 18:57:27,38,DBPXBFVNFWKSI,SEO,Chrome,M,25,2952670612,0,18,0,454.7947222222222,1,Korea Republic of
338522,2015-07-07 17:51:19,2015-10-12 11:33:17,87,KAWOZAZUJIACR,SEO,Chrome,M,24,883500759,0,11,0,2321.6994444444445,1,United States
6347,2015-03-19 06:04:36,2015-07-02 09:39:57,36,IEGRQZKSNGEUZ,Ads,Safari,F,20,2663278563,0,9,3,2523.589166666666,1,France
276947,2015-02-14 20:30:00,2015-04-25 06:37:22,55,ANEOKTGMTEPYE,Ads,Chrome,M,28,941376066,0,6,5,1666.122777777778,1,United States
225910,2015-01-15 10:05:53,2015-03-13 10:45:50,30,SNZXXAKFUJASB,Ads,Chrome,F,28,1660866457,0,10,4,1368.6658333333332,1,United States
56501,2015-05-23 07:52:15,2015-08-23 02:53:56,67,SVMAKKPZTHLHS,Ads,Chrome,M,24,3628824566,0,2,6,2203.0280555555555,1,United States
399625,2015-04-09 07:02:18,2015-05-10 12:14:13,21,JQRNMYVGVOSPH,SEO,FireFox,M,36,4029753699,0,12,6,749.1986111111111,1,Unknown
32787,2015-01-04 23:22:35,2015-01-30 03:16:54,32,GOCPWNEUSWTEP,SEO,FireFox,M,25,2958460092,0,3,4,603.9052777777778,1,Spain
217569,2015-01-17 22:28:28,2015-03-23 22:48:41,62,KCRPZIGIPNMHU,Direct,Safari,F,26,4092473919,0,22,0,1560.3369444444445,1,Unknown
306101,2015-03-23 15:00:11,2015-07-13 08:29:06,34,XNLRUTSSTHXLX,Ads,IE,M,26,1899170490,0,8,0,2681.4819444444443,1,China
42421,2015-02-04 21:07:47,2015-04-13 13:53:08,58,PSGITLZOLMEKR,Ads,IE,M,38,632123492,0,13,0,1624.7558333333334,1,France
222947,2015-03-02 12:44:57,2015-03-28 09:19:12,24,QABELMXYBJFHR,SEO,IE,M,29,508304681,0,9,5,620.5708333333333,1,United States
56441,2015-05-05 18:31:36,2015-07-04 17:44:35,86,TIAZBJMHRODXB,SEO,Chrome,M,40,796424296,0,17,5,1439.2163888888888,1,Canada
275840,2015-07-13 05:02:30,2015-07-16 02:37:52,57,ZTWIFIQNXSXCZ,Ads,Chrome,F,47,1982744942,0,2,3,69.58944444444444,1,Korea Republic of
294316,2015-05-01 06:47:59,2015-05-17 05:07:52,29,LURILAEMCBKST,Ads,IE,F,29,1935297496,0,5,6,382.3313888888889,1,Korea Republic of
243007,2015-06-25 03:42:39,2015-08-21 08:05:11,29,VABXRDMAEYAFL,SEO,Chrome,F,31,778326348,0,8,4,1372.3755555555556,1,Iran (ISLAMIC Republic Of)
142835,2015-04-02 22:57:59,2015-06-10 13:47:55,31,MMBJLURGLRENX,Ads,FireFox,F,48,3673649308,0,13,2,1646.8322222222223,1,China
145630,2015-04-08 08:50:02,2015-07-24 01:45:15,23,XXPNIHIHYLALB,Ads,IE,M,35,2860483729,0,1,4,2560.9202777777778,1,United States
294246,2015-02-14 22:49:26,2015-05-27 03:14:11,18,XVWWAAPIAQJZU,Direct,IE,F,24,1482229394,0,3,2,2428.4125,1,Norway
223549,2015-06-19 10:53:08,2015-08-23 07:19:46,74,SPCRAIFMKTPAG,Direct,Chrome,F,31,1897782560,0,7,6,1556.443888888889,1,Japan
53669,2015-01-05 06:12:05,2015-03-09 20:34:51,39,APFUNMECKIRAK,Ads,IE,F,34,2525554664,0,20,0,1526.3794444444443,1,United States
395176,2015-07-06 08:25:59,2015-10-25 07:03:32,28,FGHLWLTBSATVL,SEO,Chrome,F,39,3815619721,0,7,6,2662.625833333333,1,Unknown
373139,2015-01-15 10:45:24,2015-03-18 22:47:09,21,DOFKBOILFYYQW,Direct,Chrome,M,34,1827948209,0,22,2,1500.0291666666667,1,United States
392256,2015-04-02 05:53:27,2015-05-23 23:35:51,23,SNQMXRSQHBFTR,Ads,FireFox,F,51,3759011136,0,23,5,1241.7066666666667,1,Unknown
33241,2015-01-11 18:04:52,2015-01-28 16:57:02,26,AEBXLJLBWPUKP,Direct,FireFox,M,32,4099026550,0,16,2,406.86944444444447,1,Unknown
104946,2015-04-09 20:24:30,2015-06-10 16:31:57,29,OBNLGCLPVLPUO,Ads,IE,M,34,3848040872,0,16,2,1484.1241666666667,1,Unknown
51347,2015-01-02 08:24:58,2015-01-02 08:24:59,40,ZYZQZXBXADPST,Ads,IE,F,29,2056130100,1,8,4,0.0002777777777777,1,China
102264,2015-02-20 20:54:19,2015-04-03 16:04:47,35,GQAHKCBYUICBK,Ads,FireFox,F,40,589882859,0,16,4,1003.1744444444444,1,United States
133808,2015-08-02 21:29:05,2015-10-27 00:43:18,28,TNNGUDGDUTHNB,Ads,IE,M,31,2396930028,0,0,1,2043.2369444444444,1,Canada
377554,2015-05-20 19:27:40,2015-08-07 06:26:03,30,IIBWGTCVIMLID,SEO,IE,M,27,367416256,0,6,4,1882.9730555555557,1,United States
150573,2015-02-01 11:11:08,2015-02-27 18:30:48,40,TQADSLDDWMXSZ,Ads,Chrome,F,32,3481554529,0,18,4,631.3277777777778,1,United States
202674,2015-01-07 10:45:04,2015-01-07 10:45:05,19,JMVWZXFIQIGKU,Ads,Chrome,F,30,605358766,1,10,2,0.0002777777777777,1,China
181852,2015-06-01 09:55:07,2015-09-26 07:28:32,43,NDLPPIOVDKJAF,Ads,IE,F,32,949348290,0,7,5,2805.5569444444445,1,United States
394334,2015-01-10 21:04:54,2015-01-10 21:04:55,59,NAOQDDXPJQHSW,Ads,FireFox,M,33,1910049722,1,21,5,0.0002777777777777,1,Korea Republic of
36120,2015-05-13 10:12:00,2015-07-07 10:16:29,25,TMIZJRRQDTKHS,SEO,Safari,F,62,1484055495,0,10,1,1320.074722222222,1,Austria
162434,2015-03-23 09:15:12,2015-04-02 22:00:09,19,UMPODQTDXAEVR,Ads,Safari,M,45,1361520969,1,22,3,252.74916666666667,1,Spain
390375,2015-07-16 18:04:10,2015-10-11 09:56:06,53,BUSDWSSYXEQYB,SEO,Chrome,F,42,4004180944,0,9,6,2079.865555555556,1,Unknown
158814,2015-07-20 09:53:19,2015-09-07 13:17:58,14,XHSPEHSUBEJHH,SEO,Chrome,M,19,822282159,0,13,0,1179.4108333333334,1,Australia
318546,2015-02-23 06:57:11,2015-05-04 02:34:32,15,CCLQZCHRPGDDS,SEO,Safari,M,40,3817094916,0,2,0,1675.6225,1,Unknown
185449,2015-04-24 13:16:40,2015-05-11 22:37:54,30,UALOXYGGNTXQJ,Direct,Safari,M,36,1318439086,0,22,0,417.3538888888889,1,United Kingdom
355173,2015-03-20 20:12:42,2015-05-02 11:12:50,18,FQTIDJAARVAEZ,Direct,Chrome,F,39,2807371061,0,11,5,1023.0022222222224,1,United States
305463,2015-01-09 07:28:03,2015-02-26 09:32:57,61,BVJAKLZFJNJLR,SEO,Chrome,F,36,3665830657,0,9,3,1154.0816666666667,1,Japan
160054,2015-01-30 12:48:51,2015-02-23 08:37:40,25,KXIBYWWLXNVZP,Direct,Chrome,M,30,568457156,0,8,0,571.8136111111111,1,United States
105426,2015-05-14 11:01:58,2015-07-04 21:46:38,32,MVPOPMAKXLYSS,Ads,Chrome,F,23,2945824201,0,21,5,1234.7444444444443,1,China
342428,2015-06-25 12:35:48,2015-09-10 10:04:41,34,PFOVVVXLCTRMR,SEO,FireFox,M,24,2957887594,0,10,3,1845.481388888889,1,Hungary
253504,2015-05-15 03:23:39,2015-09-09 21:29:39,27,JMKQSBVLHAEGW,Ads,IE,M,32,3280990997,0,21,2,2826.1,1,United Kingdom
370519,2015-07-06 12:08:50,2015-09-20 02:38:36,41,JCQNECTJPUYTI,SEO,Chrome,M,46,2911968945,0,2,6,1814.496111111111,1,United States
140879,2015-01-12 09:17:51,2015-01-12 09:17:52,58,NMCSWSCOZQJUP,SEO,Opera,F,22,2294136730,1,9,0,0.0002777777777777,1,United States
65222,2015-03-19 04:04:05,2015-03-30 17:09:05,29,VMNRFODLNULVH,Ads,Opera,F,20,1598689972,0,17,0,277.0833333333333,1,Italy
282712,2015-01-29 18:29:39,2015-04-04 00:39:23,32,HZFWJQLTOPIFF,Direct,Chrome,F,39,2948496472,0,0,5,1542.1622222222222,1,China
346106,2015-05-18 11:33:27,2015-06-18 02:55:17,29,YGFDJMJGQSQIU,Ads,IE,M,34,1702856407,0,2,3,735.3638888888889,1,Singapore
42063,2015-05-29 04:36:08,2015-05-29 08:12:53,41,UWIHEPATZACIL,SEO,Chrome,M,30,3242684115,1,8,4,3.6125,1,Norway
